vid_id,session_id,session_duration
ID_HEZ6K085JR,f60706292233e63fc5538cd96833dc4f72e2a48b,66
ID_64JGSFO4DJ,fd732ed1c6e48f49255d0ca5004d18461c4c9e3a,5
ID_95BU2IIJYV,a0c5a78140746f98cbc3510aee289c1aeb6fc29c,56
ID_2H0OKGWUXQ,bd73de0d0cf9510377c1c238a0eb7ad0a3158cc1,10
ID_79AM90IV5V,151afbab2c321cfaab6aca3adbdb92867b8d965b,90
ID_KP118R3PI8,044594b8fe582c209c0fe8f5e9662f38614e6a3b,32
ID_TDEUWKC9LO,e183655e319cc75e6d02ef16f3e7cc8dad964cd9,129
ID_54WSUYL8CY,ab6738c94d09fabd975f5daa013e6c170dc7680f,1
ID_XCBRE8PAQ0,9264bd3299357a1e2859e0dd83fc4977d7c33663,2
ID_VOO66X5VIU,3b0c45f0dd3b8200b9b10999d477f6af678d7be2,41
ID_T6U6PKM8JC,774fe3ac15c3078d9403976968d0c23492c812cd,32
ID_WWCY035KJZ,73438d34070ae74f6ec72cedeb26a6125878ea93,463
ID_Q79NBBD3GG,1bdfb9bbf4bc61643254346df1e46f8674375d42,5
ID_NSO6LCV2XQ,6033a0dfe5c94c280f3dc2878cff7c41e7aea19a,26
ID_WRB8KSSY8Z,bc9c9ccd3a5375bd470494df7244b1b2b1cc07a4,12
ID_4FX03N1D1S,4c7c0e43916aae9104e7e868490594f7e17e1456,22
ID_92HU7Y8ZSC,29c18ce24ce76ee88bd4e2278c93c5afae9745b7,32
ID_88X1KCC07E,2b2e5d805c37f2660630f7b59c9f51f8efc39857,10
ID_S0R416CM4V,58f784cdb8023430cd24d2aafef55981fa986ad3,24
ID_S0R416CM4V,58f784cdb8023430cd24d2aafef55981fa986ad3,24
ID_LPBM9LRAR5,c2848daab15c701266434add76a669d1bdc9863e,8
ID_6AC70JWTZ3,7f2675d38a5723225d12ba2cb9d0774dc19573fc,22
ID_3VKDJYP2EM,2fe22588fcf7ade01705a225adda774c10d9bd69,33
ID_PB73WAB7KX,673b72bfebb29910e832f18ae4c2aa4270603270,29
ID_GC374NRF6I,a2c7b49164409b5ea91582da3963d879076ab05f,102
ID_M190AGT7DB,8582e4de65db2511cfcc390c2e3497860d515286,83
ID_TX8DFBWGWE,d22ec505f28ede40e32f6087ea7e3e65f3a3215b,132
ID_U8TW6D2XH0,d39db7a80e15c01fc16731f48f1498d8ab2d6bb9,13
ID_TT56SEHNGQ,6197237deac541c69307191deb2a8602bdbd802b,33
ID_632E5K1SU7,e75c6759a40527e93d9caa3b47ac6cd2c0851558,63
ID_RTWLYTQQMF,6d7d1bb36c1d5240dc5f555c3ff61bdda7d059f3,4
ID_4JH4X5P248,8ade0139008eb9ac58d902d105331bea08c55f2c,38
ID_77Y4MSEXYQ,2d92c3887b81fc7d33ecf993173d2dae12febaa6,9
ID_P5XCJC6NRX,f7db73491229ce4400da40a463b0aa36a16b854d,14
ID_JKCVAKYCDE,daa6a2cac3d0b0f586a7b015a31543030a4cd99b,7
ID_SSMV04YXJY,4e9ef2931784a0767c4570225c7ca09ec891cc6c,147
ID_6EVI03TTT7,bc5ce2cd7f7775d1cd1e793731f220ec42c990f7,11
ID_EQP4600UVL,480709c29ba4a2f6ead57f70331973d34934551c,131
ID_T8TYHB5NNH,537c190bc2a0368028cde5e8218109f22b0a620f,14
ID_HU12MIWPDT,39d267eb85f377810d12793752d60e04a308de9c,49
ID_P5XXX4YNG1,1ae4d8c70eba33a8def60b80c87e903f54027773,9
ID_L16PTFLF5T,0bef4805a18e19d3da051e87b362bcbcef19c7b1,6
ID_79AM90IV5V,ee5dafca937cc02145d1c3f2016e383f413736f7,181
ID_OPWSILQ14H,4fe2b60ed92cee5f93432ae6d134a8ce2d962bc5,8
ID_OPWSILQ14H,4fe2b60ed92cee5f93432ae6d134a8ce2d962bc5,8
ID_K4Y3FW94SL,e0cc527221b21aa1521cda19c5d207c736a8f1b3,3
ID_P8ZOLAWIDH,0b98885999eb63160c64c9e3a11025a94ff8e43a,24
ID_DBK13YO4VL,4fe2b60ed92cee5f93432ae6d134a8ce2d962bc5,8
ID_432JSFFW6P,fca70b2596e4244e3c770e00ee9e22a31f09b88e,15
ID_PI869O2SHK,ffe003934fb71e1d81f5b877d0b6e83bf1a09c04,59
ID_SCY4V0R0FC,0815f7ab3c04e4a6753a3d656bcc0d09d8fe71e8,52
ID_FSZT5HD2KE,18fa928bb7d277551c3606a2f28a4b5844cb6faa,26
ID_HATKCGCISC,b9c1eda806b08fa43f0cb4d26308c596ae30a2de,10
ID_KKZPKRWCAG,0c4c4d0178464ea545a4ed59e4f8e058809491a7,15
ID_4DWYVT20UL,c4e8e73255b72ec795025c33085aaa1128d3af49,26
ID_FHX4W0RENO,28483457a1662cc1a83bdc2b2239b8ce3108f931,9
ID_L8YSQEBRRH,5a4e9ea234fa815da82cad29e04322a273bf23f0,38
ID_OM6XY825QS,e1661e850281bfda5e18d61c0f0eb83843b1f411,10
ID_DEJVANRUHO,6d1cdd91be15359820c3372d0c5409d2e465602f,31
ID_A2HR2TV6RC,082da28b72141f25442409694a3b5df3a14bcb0c,25
ID_NSKRRP5J14,f24a7826ddc7f20c538780533ca1e8a1cd318df6,19
ID_L66VEXNG24,89369ad71651e5789edff7dde4809f7630f6dfcb,35
ID_2XM2HKQB10,69b8955612888f3b54ec3f8a24e86da30a394d38,60
ID_ERJC2AEMPK,d987765afd9f660c9fe45788e6e297a6856cdc38,8
ID_OSKPCLM2QX,e690acf99f0ef43d771d7f553f73909314613ea6,5
ID_PZH45PPQYF,b7ff546e4be168d13d267144580d238b59ce4736,24
ID_FRAPJCNU6H,fa35b046921db9bc4ca612bd5f34217b5513f240,6
ID_9PE0BKPEGG,e92a91624693981712c884311401203e4253cedb,48
ID_2G1AW6VLQD,863848c33dd38a34560b6f80321ad0a1339d10e8,9
ID_IULQAOFTEY,342dcebfe1c937d9b4d265e591494dce948f8cd3,14
ID_DMXGH51908,a0d520855838cbd6aaab392f6c95b6fb91613ca7,6
ID_PKMUJ8W88A,b3ab4dc1b5ee274cdc6df857d3118f249522c744,20
ID_FHX4W0RENO,4fe2b60ed92cee5f93432ae6d134a8ce2d962bc5,9
ID_DMXGH51908,4fe2b60ed92cee5f93432ae6d134a8ce2d962bc5,9
ID_2MRP67UVOQ,4fe2b60ed92cee5f93432ae6d134a8ce2d962bc5,11
